id,nội dung câu hỏi,Bloom_Label
94,Đọc truyện cười sau và trả lời câu hỏi CON RẮN VUÔNG Anh chàng nọ tính khoác lác đã quen Bữa kia đi chơi về bảo vợ Này mình ạ Hôm nay tôi đi vào rừng trông thấy một con rắn chao ôi to đến là to dài đến là dài Bề ngang thì chắc chắn là bốn mươi thước rồi còn bề dài thì dễ đến hơn trăm thước Vợ không tin nhưng cũng định trêu chồng một mẻ Tôi nghe người ta nói có rắn dài đã nhiều Nhưng làm gì có giống rắn dài như anh nói thế Tôi nhất định không tin Chồng làm như thật Thật quả có rắn như thế Dài hơn một trăm thước thì chẳng đến nhưng tám mươi thì nhất định Vợ bĩu môi Cũng chẳng đến Chồng cương quyết Tôi chắc chắn là nó dài sáu mươi thước chứ không ngoa Vợ vẫn khăng khăng Vẫn không dài đến nước ấy đâu Chồng rút lui một lần nữa Lần này tôi nói thật nhé Con rắn dài đến bốn mươi thước không kém một phân Vợ bò lăn ra cười Con rắn anh thấy bề ngang đã chắc chắn là bốn mươi thước bề dài cũng lại đến bốn mươi thước không kém một phân thì chẳng hoá ra là con rắn vuông à Truyện cười dân gian Việt Nam Anh chồng đã vi phạm phương châm gì trong giao tiếp,Understand
95,Câu trả lời trong đoạn hội thoại sau vi phạm phương châm hội thoại nào Một cô gái hỏi thăm người ven đường Chị có biết Đài phát thanh truyền hình Hà Nội ở đâu không Thì ở Hà Nội chứ ở đâu,Understand
96,Các câu tục ngữ sau phù hợp với phương châm hội thoại nào trong giao tiếp 1 Nói có sách mách có chứng 2 Biết thưa thì thốt Không biết dựa cột mà nghe,Understand
97,Những câu sau đã vi phạm phương châm hội thoại nào a Bố mẹ mình đều là giáo viên dạy học b Chú ấy chụp ảnh cho mình bằng máy ảnh c Ngựa là một loài thú bốn chân,Understand
98,Đọc truyện cười sau và trả lời câu hỏi NÓI CÓ ĐẦU CÓ ĐUÔI Lão nhà giàu nọ có anh đầy tớ tính rất bộp chộp thấy gì nói ấy gặp đâu nói đó chẳng có đầu có đuôi gì cả Lão mới gọi anh ta bảo Mày ăn nói chẳng có đầu có đuôi gì cả người ta cười cả tao lẫn mày Từ rày nói cáigì thì phải nói cho có đầu có đuôi nghe không Anh đầy tớ vâng vâng dạ dạ Một hôm lão mặc quần áo sắp sửa đi chơi đang ngồi hút thuốc thì thấy anh đầy tớ đứng chắp tay trịnh trọng nói Thưa ông con tằm nó nhả tơ người ta đem tơ đi bán cho người Tầu người Tầu đem dệt thành the rồi bán sang ta Ông đi mua the về may thành áo Hôm nay ông mặc áo ông hút thuốc Tàn thuốc nó rơi vào áo ông và áo ông đang cháy Lão giật mình nhìn xuống thì áo đã cháy to bằng bàn tay rồi Truyện cười dân gian Việt Nam Anh đầy tớ đã vi phạm phương châm gì trong giao tiếp,Understand
99,Thế nào là phương châm về chất,Understand
100,Phương châm quan hệ là gì,Remember
101,Câu thành ngữ nói nhăng nói cuội phản ánh phương châm hội thoại nào,Understand
102,Thành ngữ nói đơm nói đặt liên quan tới phương châm hội thoại,Understand
103,Xác định phương châm hội thoại của câu tục ngữ Lời nói chẳng mất tiền mua Lựa lời mà nói cho vừa lòng nhau,Understand
104,Câu Cô ấy nhìn tôi chằm chằm bằng đôi mắt vi phạm phương châm nào,Understand
105,Phương châm hội thoại nào được thể hiện trong đoạn trích sau Về đến nhà A Phủ lẳng vai ném nửa con bò xuống gốc đào trước cửa Pá Tra bước ra hỏi Mất mấy con bò A Phủ trả lời tự nhiên Tôi về lấy súng thế nào cũng bắn được Con hổ này to lắm,Understand
106,Câu trả lời trong đoạn hội thoại sau vi phạm phương châm hội thoại nào Lan hỏi Bình Cậu có biết trường đại học Sư phạm Hà Nội ở đâu không Thì ở Hà Nội chứ ở đâu,Understand
107,Các phương châm hội thoại là những quy định bắt buộc trong mọi tình huống giao tiếp đúng hay sai,Apply
108,Nhận định nào không phải nguyên nhân của các trường hợp không tuân thủ phương châm hội thoại,Understand
109,Khi nào cần thuyết minh sự vật một cách hình tượng bóng bẩy,Understand
110,Đoạn văn thuyết minh sau đây có sử dụng kết hợp biện pháp nghệ thuật nào Lan không chỉ đẹp về hoa mà còn đẹp về lá Lan cành giao có lá hình trụ giống cây cành giao Lan chân rết có lá ngắn nhọn dẹt xếp thành hai dãy đều đặn như chân rết Có thứ gốc lá phồng lên thành củ gọi là lan quả quả táo Lan gấm thì mặt lá mượt như nhung lại điểm thêm những vân vàng óng như kim tuyến,Remember
111,Đoạn văn sau đây sử dụng phương thức thuyết minh kết hợp với biện pháp nghệ thuật nào Chùa Bút Tháp có kiến trúc hoà nhập với môi trường thiên nhiên bao quanh Người xưa đã biết kết hợp cảnh của cả vùng để tạo nên sự hoà nhập đó Với cảnh quan hiện có chúng ta thấy bên trái chùa có dòng sông Đuống trước cửa chùa là đồng ruộng mênh mông xa xa ở phía trái và phía phải chùa có núi Tam Đảo núi Phật Tích bao bọc,Analyze
112,Đọc đoạn văn sau và trả lời câu hỏi Đi khắp Việt Nam nơi đâu ta cũng gặp những cây chuối thân mềm vươn lên như những trụ cột nhẵn bóng tỏa ra vòm lá xanh mướt che rợp từ vườn tược đến núi rừng Hầu như ở nông thôn nhà nào cũng trồng chuối Cây chuối rất ưa nước nên người ra thường trồng bên ao hồ để nhanh tươi tốt còn bên những khe suối hay thung lũng chuối mọc thành rừng bạt ngàn vô tận Chuối phát triển rất nhanh chuối mẹ đẻ chuối con chuối con đẻ chuối cháu cứ phải gọi là con đàn cháu lũ Những biện pháp nghệ thuật nào được sử dụng trong đoạn văn trên để thuyết minh về cây chuối,Remember
113,Đoạn văn sau đây sử dụng biện pháp nghệ thuật nào để thuyết minh tùy theo góc độ và tốc độ di chuyển của ta trên mặt nước quanh chúng hoặc độ xa gần và hướng ta tiến đến chúng hay rời xa chúng còn tùy theo cả hướng ánh sáng rọi vào chúng hoặc đột nhiên khiến cho mái đầu một nhân vật Đá trẻ trung ta chừng đã quen lắm bông bạc xóa lên và rõ ràng trước mắt ta là một bậc tiên ông không còn có tuổi Ánh sáng hắt lên từ mặt nước lung linh chảy khiến những con người bằng đá vây quanh ta trên mặt vịnh càng lung linh xao động như đang đi lại đang tụ lại cùng nhau hay đang tỏa ra Theo Ngữ văn 9 tập một,Analyze
114,Phương pháp thuyết minh nào được sử dụng trong đoạn trích trên,Understand
115,Điều cần tránh khi thuyết minh kết hợp với sử dụng một số biện pháp nghệ thuật là gì,Remember
116,Đoạn văn sau sử dụng phương thức thuyết minh kết hợp với biện pháp nghệ thuật nào Hoa là biểu tượng cho cái đẹp Mỗi loài hoa đều có ngôn ngữ riêng Cúc tượng trưng cho nếp sống khiêm tốn điềm đạm cho người giàu tâm hồn Mẫu đơn là vua hoa hoa phú quýĐào đầm ấm khi dương xuân Lan được gọi là vương giả hương thanh nhã không phàm tục,Remember
117,Muốn cho văn bản thuyết minh hấp dẫn sinh động người ta vận dụng thêm một số biện pháp nghệ thuật nào,Analyze
118,Đoạn văn sau sử dụng phương thức thuyết minh kết hợp với biện pháp nghệ thuật nào Nếu phở Hà Nội ngon ít nơi sánh kịp là món quà phổ biến hầu như phố nào cũng có hàng bán phở thì bún thang không phải là món ăn bỗ bã ăn cho qua cho xong ăn cho chặt bụng như các món quà khác Bún thang kén người làm và kén cả người ăn,Analyze
119,Cho đoạn văn sau Tôi không biết có từ lúc nào không rõ lắm nhưng chắc chắn là từ rất xưa Từ khi con người biết trồng bông dệt vải may áo chắc là phải cần kim để khâu áo Làm ra cây kim lúc đầu hẳn là rất khó khăn cho nên giờ mới có câu tục ngữ Có công mài sắt có ngày nên kim Họ nhà Kim chúng tôi rất đông Ngoài kim khâu vải may áo còn có loại kim dùng để thêu thùa có kim khâu dùng trong phẫu thuật kim khâu giày kim đóng sách sách Công dụng của kim là đưa chỉ mềm luồn qua các vật dày mỏng để kết chúng lại Thiếu chúng tôi thì ngành sản xuất gặp nhiều khó khăn đấy Nghe nói từ cuối thế kỉ XVIII một người Anh đã sáng chế ra máy khâu nhưng máy khâu vẫn cứ phải có kim thì mới khâu được Cùng họ Kim chúng tôi còn có cây kim châm cứu Nó bé mà dài làm bằng bạc dùng để châm vào huyệt chữa bệnh Những cây kim của ông Nguyễn Tài Thu đã nổi tiếng thế giới Đoạn văn vừa trích sử dụng phương thức biểu đạt nào,Analyze
120,Khi nào cần thuyết minh sự vật một cách hình tượng bóng bẩy,Understand
121,Muốn cho văn bản thuyết minh hấp dẫn sinh động người ta vận dụng thêm mộtsố biện pháp nghệ thuật nào,Analyze
122,Các biện pháp nghệ thuật được sử dụng thích hợp trong văn thuyết minh nhằm tạo hứng thú cho người đọc đúng hay sai,Apply
123,Khi nào cần thuyết minh sự vật một cách hình tượng bóng bẩy,Understand
124,Điều cần tránh khi thuyết minh kết hợp với sử dụng một số biện pháp nghệ thuật là gì,Remember
125,Cho đoạn văn sau và trả lời các câu sau Tôi không biết có từ lúc nào không rõ lắm nhưng chắc chắn là từ rất xưa Từ khi con người biết trồng bông dệt vải may áo chắc là phải cần kim để khâu áo Làm ra cây kim lúc đầu hẳn là rất khó khăn cho nên giờ mới có câu tục ngữ Có công mài sắt có ngày nên kim Họ nhà Kim chúng tôi rất đông Ngoài kim khâu vải may áo còn có loại kim dùng để thêu thùa có kim khâu dùng trong phẫu thuật kim khâu giày kim đóng sách sách Công dụng của kim là đưa chỉ mềm luồn qua các vật dày mỏng để kết chúng lại Thiếu chúng tôi thì ngành sản xuất gặp nhiều khó khăn đấy Nghe nói từ cuối thế kỉ XVIII một người Anh đã sáng chế ra máy khâu nhưng máy khâu vẫn cứ phải có kim thì mới khâu được Cùng họ Kim chúng tôi còn có cây kim châm cứu Nó bé mà dài làm bằng bạc dùng để châm vào huyệt chữa bệnh Những cây kim của ông Nguyễn Tài Thu đã nổi tiếng thế giới Đoạn văn vừa trích sử dụng phương thức biểu đạt nào,Analyze
126,Cho đoạn văn sau và trả lời các câu sau Tôi không biết có từ lúc nào không rõ lắm nhưng chắc chắn là từ rất xưa Từ khi con người biết trồng bông dệt vải may áo chắc là phải cần kim để khâu áo Làm ra cây kim lúc đầu hẳn là rất khó khăn cho nên giờ mới có câu tục ngữ Có công mài sắt có ngày nên kim Họ nhà Kim chúng tôi rất đông Ngoài kim khâu vải may áo còn có loại kim dùng để thêu thùa có kim khâu dùng trong phẫu thuật kim khâu giày kim đóng sách sách Công dụng của kim là đưa chỉ mềm luồn qua các vật dày mỏng để kết chúng lại Thiếu chúng tôi thì ngành sản xuất gặp nhiều khó khăn đấy Nghe nói từ cuối thế kỉ XVIII một người Anh đã sáng chế ra máy khâu nhưng máy khâu vẫn cứ phải có kim thì mới khâu được Cùng họ Kim chúng tôi còn có cây kim châm cứu Nó bé mà dài làm bằng bạc dùng để châm vào huyệt chữa bệnh Những cây kim của ông Nguyễn Tài Thu đã nổi tiếng thế giới Phương pháp thuyết minh nào được sử dụng trong đoạn trích trên,Create
