id,question,syntax_depth
111,Đoạn văn sau đây sử dụng phương thức thuyết minh kết hợp với biện pháp nghệ thuật nào Chùa Bút Tháp có kiến trúc hoà nhập với môi trường thiên nhiên bao quanh Người xưa đã biết kết hợp cảnh của cả vùng để tạo nên sự hoà nhập đó Với cảnh quan hiện có chúng ta thấy bên trái chùa có dòng sông Đuống trước cửa chùa là đồng ruộng mênh mông xa xa ở phía trái và phía phải chùa có núi Tam Đảo núi Phật Tích bao bọc,16
112,Đọc đoạn văn sau và trả lời câu hỏi Đi khắp Việt Nam nơi đâu ta cũng gặp những cây chuối thân mềm vươn lên như những trụ cột nhẵn bóng tỏa ra vòm lá xanh mướt che rợp từ vườn tược đến núi rừng Hầu như ở nông thôn nhà nào cũng trồng chuối Cây chuối rất ưa nước nên người ra thường trồng bên ao hồ để nhanh tươi tốt còn bên những khe suối hay thung lũng chuối mọc thành rừng bạt ngàn vô tận Chuối phát triển rất nhanh chuối mẹ đẻ chuối con chuối con đẻ chuối cháu cứ phải gọi là con đàn cháu lũ Những biện pháp nghệ thuật nào được sử dụng trong đoạn văn trên để thuyết minh về cây chuối,14
113,Đoạn văn sau đây sử dụng biện pháp nghệ thuật nào để thuyết minh  tùy theo góc độ và tốc độ di chuyển của ta trên mặt nước quanh chúng hoặc độ xa gần và hướng ta tiến đến chúng hay rời xa chúng còn tùy theo cả hướng ánh sáng rọi vào chúng hoặc đột nhiên khiến cho mái đầu một nhân vật Đá trẻ trung ta chừng đã quen lắm bông bạc xóa lên và rõ ràng trước mắt ta là một bậc tiên ông không còn có tuổi Ánh sáng hắt lên từ mặt nước lung linh chảy khiến những con người bằng đá vây quanh ta trên mặt vịnh càng lung linh xao động như đang đi lại đang tụ lại cùng nhau hay đang tỏa ra Theo Ngữ văn 9 tập một,23
114,Phương pháp thuyết minh nào được sử dụng trong đoạn trích trên,3
115,Điều cần tránh khi thuyết minh kết hợp với sử dụng một số biện pháp nghệ thuật là gì,6
116,Đoạn văn sau sử dụng phương thức thuyết minh kết hợp với biện pháp nghệ thuật nào Hoa là biểu tượng cho cái đẹp Mỗi loài hoa đều có ngôn ngữ riêng Cúc tượng trưng cho nếp sống khiêm tốn  điềm đạm  cho người giàu tâm hồn Mẫu đơn là vua hoa hoa phú quýĐào đầm ấm khi dương xuân Lan được gọi là vương giả hương  thanh nhã không phàm tục,17
117,Muốn cho văn bản thuyết minh hấp dẫn sinh động người ta vận dụng thêm một số biện pháp nghệ thuật nào,5
118,Đoạn văn sau sử dụng phương thức thuyết minh kết hợp với biện pháp nghệ thuật nào Nếu phở Hà Nội ngon ít nơi sánh kịp là món quà phổ biến hầu như phố nào cũng có hàng bán phở thì bún thang không phải là món ăn bỗ bã ăn cho qua cho xong ăn cho chặt bụng như các món quà khác Bún thang kén người làm và kén cả người ăn,9
119,Cho đoạn văn sau Tôi không biết có từ lúc nào không rõ lắm nhưng chắc chắn là từ rất xưa Từ khi con người biết trồng bông dệt vải may áo chắc là phải cần kim để khâu áo Làm ra cây kim lúc đầu hẳn là rất khó khăn cho nên giờ mới có câu tục ngữ Có công mài sắt có ngày nên kim Họ nhà Kim chúng tôi rất đông Ngoài kim khâu vải may áo còn có loại kim dùng để thêu thùa có kim khâu dùng trong phẫu thuật kim khâu giày kim đóng sách sách Công dụng của kim là đưa chỉ mềm luồn qua các vật dày mỏng để kết chúng lại Thiếu chúng tôi thì ngành sản xuất gặp nhiều khó khăn đấy Nghe nói từ cuối thế kỉ XVIII một người Anh đã sáng chế ra máy khâu nhưng máy khâu vẫn cứ phải có kim thì mới khâu được Cùng họ Kim chúng tôi còn có cây kim châm cứu Nó bé mà dài làm bằng bạc dùng để châm vào huyệt chữa bệnh Những cây kim của ông Nguyễn Tài Thu đã nổi tiếng thế giới Đoạn văn vừa trích sử dụng phương thức biểu đạt nào,35
120,Khi nào cần thuyết minh sự vật một cách hình tượng bóng bẩy,6
121,Muốn cho văn bản thuyết minh hấp dẫn sinh động người ta vận dụng thêm mộtsố biện pháp nghệ thuật nào,4
123,Khi nào cần thuyết minh sự vật một cách hình tượng bóng bẩy,6
124,Điều cần tránh khi thuyết minh kết hợp với sử dụng một số biện pháp nghệ thuật là gì,6
125,Cho đoạn văn sau và trả lời các câu sau Tôi không biết có từ lúc nào không rõ lắm nhưng chắc chắn là từ rất xưa Từ khi con người biết trồng bông dệt vải may áo chắc là phải cần kim để khâu áo Làm ra cây kim lúc đầu hẳn là rất khó khăn cho nên giờ mới có câu tục ngữ Có công mài sắt có ngày nên kim Họ nhà Kim chúng tôi rất đông Ngoài kim khâu vải may áo còn có loại kim dùng để thêu thùa có kim khâu dùng trong phẫu thuật kim khâu giày kim đóng sách sách Công dụng của kim là đưa chỉ mềm luồn qua các vật dày mỏng để kết chúng lại Thiếu chúng tôi thì ngành sản xuất gặp nhiều khó khăn đấy Nghe nói từ cuối thế kỉ XVIII một người Anh đã sáng chế ra máy khâu nhưng máy khâu vẫn cứ phải có kim thì mới khâu được Cùng họ Kim chúng tôi còn có cây kim châm cứu Nó bé mà dài làm bằng bạc dùng để châm vào huyệt chữa bệnh Những cây kim của ông Nguyễn Tài Thu đã nổi tiếng thế giới Đoạn văn vừa trích sử dụng phương thức biểu đạt nào,35
126,Cho đoạn văn sau và trả lời các câu sau Tôi không biết có từ lúc nào không rõ lắm nhưng chắc chắn là từ rất xưa Từ khi con người biết trồng bông dệt vải may áo chắc là phải cần kim để khâu áo Làm ra cây kim lúc đầu hẳn là rất khó khăn cho nên giờ mới có câu tục ngữ Có công mài sắt có ngày nên kim Họ nhà Kim chúng tôi rất đông Ngoài kim khâu vải may áo còn có loại kim dùng để thêu thùa có kim khâu dùng trong phẫu thuật kim khâu giày kim đóng sách sách Công dụng của kim là đưa chỉ mềm luồn qua các vật dày mỏng để kết chúng lại Thiếu chúng tôi thì ngành sản xuất gặp nhiều khó khăn đấy Nghe nói từ cuối thế kỉ XVIII một người Anh đã sáng chế ra máy khâu nhưng máy khâu vẫn cứ phải có kim thì mới khâu được Cùng họ Kim chúng tôi còn có cây kim châm cứu Nó bé mà dài làm bằng bạc dùng để châm vào huyệt chữa bệnh Những cây kim của ông Nguyễn Tài Thu đã nổi tiếng thế giới Phương pháp thuyết minh nào được sử dụng trong đoạn trích trên,34
127,Đoạn văn sau đây sử dụng biện pháp nghệ thuật nào để thuyết minh Bãi biển Mỹ Khê Quảng Ngãi uốn cong hình vầng trăng khuyết gây ấn tượng bởi vẻ đẹp còn đậm chất hoang sơ không gian thoáng đạt hữu tình vời vợi mây trời rì rào sóng vỗ tất cả như mời gọi lữ khách đến thăm Kéo dài khoảng 7km Bãi biển Mỹ Khê Quảng Ngãi có triền cát trắng mịn màng với độc dốc thoai thoải điểm tô những vạt hoa muống biển khoe sắc tím mộng mơ bao quanh là thảm rừng dương xanh thẳm đu đưa theo gió httpwwwvamvocomBaiBienMyKheQuangNgaiaspx,26
128,Biện pháp nghệ thuật nào được sử dụng trong đoạn văn dưới đây để thuyết minh về lễ Vu lan Tích xưa kể rằng khi đức Phật còn ở dương thế trong số những người theo hầu đức Phật có ngài Mục Kiền Liên một vị tôn giả tu luyện được nhiều phép thần thông Tưởngnhớ mẹ nên một ngày nọ Mục Kiền Liên dùng đôi mắt thần nhìn xuống địa ngục thấy mẹ là bà Thanh Đề bị Diêm Vương đày làm quỷ đói do kiếp trước gây nhiều nghiệp ác Mục Kiền Liên thành tâm làm theo lời Phật dạy và không những cứu được mẹ mà còngiải thoát được tất cả vong hồn bị giam cầm ở âm cung Từ đó ngoài ý nghĩa  mùa hiếu hạnh tháng bảy Âm lịch còn gọi là tháng  xá tội vong nhân  tức là thời gian các vong hồn được thả tự do Trong những ngày này người dân thường lập đàn cầu siêu hoặc cúng thí bố thí thức ăn cho các cô hồn tức là vong hồn không có người thân để mong họ phù hộ cho mình Theo httpsvnexpressnetnguongoclevulan2307239html,33
131,Muốn cho văn bản thuyết minh hấp dẫn sinh động người ta vận dụng thêm một số biện pháp nghệ thuật nào,5
132,Các biện pháp nghệ thuật được sử dụng thích hợp trong văn thuyết minh nhằm tạo hứng thú cho người đọc đúng hay sai,7
133,Cho đoạn văn sau Tôi không biết có từ lúc nào không rõ lắm nhưng chắc chắn là từ rất xưa Từ khi con người biết trồng bông dệt vải may áo chắc là phải cần kim để khâu áo Làm ra cây kim lúc đầu hẳn là rất khó khăn cho nên giờ mới có câu tục ngữ Có công mài sắt có ngày nên kim Họ nhà Kim chúng tôi rất đông Ngoài kim khâu vải may áo còn có loại kim dùng để thêu thùa có kim khâu dùng trong phẫu thuật kim khâu giày kim đóng sách sách Công dụng của kim là đưa chỉ mềm luồn qua các vật dày mỏng để kết chúng lại Thiếu chúng tôi thì ngành sản xuất gặp nhiều khó khăn đấy Nghe nói từ cuối thế kỉ XVIII một người Anh đã sáng chế ra máy khâu nhưng máy khâu vẫn cứ phải có kim thì mới khâu được Cùng họ Kim chúng tôi còn có cây kim châm cứu Nó bé mà dài làm bằng bạc dùng để châm vào huyệt chữa bệnh Những cây kim của ông Nguyễn Tài Thu đã nổi tiếng thế giới Đoạn văn vừa trích sử dụng phương thức biểu đạt nào,35
134,Phương pháp thuyết minh nào được sử dụng trong đoạn trích trên,3
135,Khi nào cần thuyết minh sự vật một cách hình tượng bóng bẩy,6
136,Cho đoạn văn sau Đi khắp Việt Nam nơi đâu ta cũng gặp những cây chuối thân mềm vươn lên như những trụ cột nhẵn bóng tỏa ra vòm lá xanh mướt che rợp từ vườn tược đến núi rừng Hầu như ở nông thôn nhà nào cũng trồng chuối Cây chuối rất ưa nước nên người ta thường trồng bên ao hồ để nhanh tươi tốt còn bên những khe suối hay thung lũng chuối mọc thành rừng bạt ngàn vô tận Chuối phát triển rất nhanh chuối mẹ đẻ chuối con chuối con đẻ chuối cháu cứ phải gọi con đàn cháu lũ Theo Ngữ văn 9  tập một Những biện pháp nghệ thuật nào được sử dụng trong đoạn văn trên,13
137,Cho đoạn văn sau Múa lân có từ lâu đời và rất thịnh hành ở các tỉnh phía nam Múa lân diễn ra vào những ngày Tết để chúc năm mới an khang thịnh vượng Các đoàn lân có khi đông tới trăm người họ là thành viên của một câu lạc bộ hay một lò võ trong vùng Lân được trang trí công phu râu ngũ sắc lông mày bạc mắt lộ to thân mình có các họa tiết đẹp Múa lân rất sôi động với các động tác khỏe khoắn bài bản lân chào ra mắt lân chúc phúc leo cột Bên cạnh đó có ông Địa vui nhộn chạy quanh Thông thường múa lân còn kèm theo cả biểu diễn võ thuật Theo Hồng Việt báo Nhân dân  số Tết Nhâm Ngọ Đoạn văn thuyết minh trên kết hợp với biện pháp nghệ thuật nhân hóa Đúng hay sai,41
